conceptUri,preferredLabel,description
http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e,attack vectors,"Paths or methods that threat actors use to exploit vulnerabilities in information networks or systems from a concrete organisation and impact its availability, integrity and confidentiality. Attack vectors may include social engineering tactics such as phishing mails or pretexting, technical exploits as SQL injection as well as buffer overflow attacks."
http://data.europa.eu/esco/skill/5056e290-959e-4e7c-a34f-69ea02417c7d,cross-matching techniques for blood transfusions,The testing methods used prior to a blood transfusion to identify if the donor`s blood is compatible with the blood of a specific recipient.
http://data.europa.eu/esco/skill/50597e96-9b6a-4736-ac79-dd80f36c0269,Metasploit,The framework Metasploit is a penetration testing tool which tests security weaknesses of the system for potentially unauthorised access to system information. The tool is based on the concept of 'exploit' which implies executing code on the target machine this way taking advantage of the bugs and vulnerabilities of the target machine.
http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258,build recommender systems,Construct recommendation systems based on large data sets using programming languages or computer tools to create a subclass of information filtering system that seeks to predict the rating or preference a user gives to an item.
http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3,internet governance,"The principles, regulations, norms and programs that shape the evolution and use of internet, such as internet domain names management, registries and registrars, according to ICANN/IANA regulations and recommendations, IP addresses and names, name servers, DNS, TLDs and aspects of IDNs and DNSSEC."
http://data.europa.eu/esco/skill/509909a2-4a8f-4ead-8ad0-968df63b77cc,social media marketing techniques,The marketing methods and strategies used to increase attention and website traffic through social media channels.
http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8,perform data cleansing,"Detect and correct corrupt records from data sets, ensure that the data become and remain structured according to guidelines."
http://data.europa.eu/esco/skill/50be6d0d-2eee-403f-ac4a-a550681684ae,develop store design,"Develop visual concepts and strategies to promote retail brands, products and services, for in-store design, catalogue design and web shop design."
http://data.europa.eu/esco/skill/50cc917d-72b0-4eda-8114-79569308f82a,ensure data protection in aviation operations,Ensure that sensitive information is protected and used only for safety-related purposes in aviation.
http://data.europa.eu/esco/skill/50f8b1de-747c-4967-9732-3db89c365261,perform chemical experiments,Perform chemical experiments with the aim of testing various products and substances in order to draw conclusions in terms of product viability and replicability.
http://data.europa.eu/esco/skill/511eaf45-f585-4198-9c8d-9dbedb22b1b2,sell software products,Sell software programs and applications to customers according to their personal needs.
http://data.europa.eu/esco/skill/51204251-6476-4e6c-ac4d-68384969f284,monitor gaming room,Pay close attention to the gaming room and notice details to make sure operations run smoothly and that security is ensured.
http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b,R,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in R."
http://data.europa.eu/esco/skill/51d094d1-dcd6-4d83-a478-d1e299321f67,perform transcranial magnetic stimulation,"Perform non-invasive electromagnetic stimulation of the brain using a rapidly changing magnetic field, in order to cause activity in specific or general parts of the brain and study the brain`s functioning and interconnections."
http://data.europa.eu/esco/skill/51e79cb4-fab3-404c-88f3-cd4a1bd5879e,deal with emergency care situations,"Assess the signs and be well-prepared for a situation that poses an immediate threat to a person's health, security, property or environment."
http://data.europa.eu/esco/skill/51ece34f-c24e-4183-9bf4-9b6f28748aec,maintain healthcare user data confidentiality,Comply with and maintain the confidentiality of healthcare users` illness and treatment information.
http://data.europa.eu/esco/skill/521346cd-f6b7-4dfc-aad5-7a17fd9b27a3,work in a land-based team,Collaborate with others in a team for land-based machinery activities regarding services for agricultural production and landscaping.
http://data.europa.eu/esco/skill/52739347-5eaa-4c9e-8cde-af7d2ba83320,model electromagnetic products,Model and simulate the designed electromagnets or products utilising electromagnetism using technical design software. Assess the viability of the product and examine the physical parameters to ensure a successful production process.
http://data.europa.eu/esco/skill/52b38e90-3d05-4042-a9e2-d19dec8dd7c1,test hardware,"Test computer hardware systems and components using appropriate equipment and testing methods, such as the system test (ST), the ongoing reliability test (ORT), and the in-circuit test (ICT). Monitor and evaluate system performance and take action if needed."
http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,Groovy,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Groovy."
http://data.europa.eu/esco/skill/52f537c2-bd6b-4d55-87d2-9b091c8de2e6,provide reports on routine meteorological observations,"Provide local routine reports for dissemination at the airport of origin including information on parameters such as wind direction and speed, visibility, runway visual range, cloud volume, and type, air temperature, etc."
http://data.europa.eu/esco/skill/53141450-2fa9-4890-a64e-7ffd4e1144be,use electronic health records management system,"Be able to use specific software for the management of health care records, following appropriate codes of practice."
http://data.europa.eu/esco/skill/53456d90-8c0d-4bd2-9f1b-312619b6e2a6,hardware testing methods,"Those processes in which hardware components or systems are tested, such as the system test (ST), the ongoing reliability test (ORT), and the in-circuit test (ICT)."
http://data.europa.eu/esco/skill/5354a726-ee64-4f34-90f8-8436f9f374b8,analyse ecological data,"Analyse and interpret ecological and biological data, using specialist software programs."
http://data.europa.eu/esco/skill/53780150-1581-4ae6-b435-34068c172caf,Vyper,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Vyper."
http://data.europa.eu/esco/skill/540a1886-ab91-4324-9f63-568533fad853,maintain adequate medication storage conditions,Maintain proper storage and security conditions for medication. Comply with standards and regulations.
http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462,use technical drawing software,Create technical designs and technical drawings using specialised software.
http://data.europa.eu/esco/skill/54556216-d322-4304-85af-359b358db1d8,automated sprinkler bulbs,"The different types of frangible sprinkler bulbs, which are designed to break at a certain temperature to trigger the sprinkler action. The colour codes of the enclosed fluids, signifying the temperatures at which the bulbs break due to the expansion of the enclosed fluid."
http://data.europa.eu/esco/skill/545c80e8-7ab2-42fe-af64-242211e94709,analyse network configuration and performance,"Analyse essential network data (e.g., router configuration files, routing protocols), network traffic capacity and performance characteristics of ICT networks, such as wide area network and local area network, that connect computers using cable or wireless connections and allow them to exchange data."
http://data.europa.eu/esco/skill/5475343c-5e75-415f-b431-17f3c20a347e,use production planning software,Use software that facilitates planning and scheduling in the manufacturing industry and enables the optimisation of resource allocation.
